Start

time_(μs) raw_current raw_low_voltage
2408776 523 114
2409636 521 90
2410448 520 72
2411256 521 95
2412072 520 106
2412932 521 85
2413752 521 95
2414564 521 88
2415368 521 112
2416228 521 75
2417048 519 99
2417864 521 86
2418672 521 119
2419524 520 72
2420336 520 101
2421196 521 82
2422008 521 96
2422824 520 91
2423632 519 96
2424444 520 94
2425256 520 95
2426072 520 92
2426888 520 101
2427740 521 103
2428596 521 95
2429416 521 103
2430276 521 100
2431140 522 109
2432000 522 96
2432816 521 101
2433668 521 94
2434488 521 109
2435348 521 95
2436160 521 103
2437012 520 95
2437828 520 104
2438684 521 91
2439496 520 70
2440312 522 100
2441164 521 107
2442020 521 85
2442832 520 44
2443648 519 86
2444464 521 110
2445324 522 87
2446136 521 98
2446944 521 85
2447760 522 113
2448620 520 74
2449440 520 101
2450292 520 82
2451108 521 89
2451920 520 82
2452736 520 95
2453552 520 92
2454364 521 93
2455172 520 91
2455992 521 90
2456808 520 103
2457668 521 88
2458480 521 62
2459288 520 91
2460104 520 109
2460964 522 85
2461776 521 18
2462584 520 90
2463392 520 108
2464252 520 92
2465064 521 85
2465880 521 93
2466688 520 107
2467540 522 90
2468360 521 90
2469176 521 91
2469992 522 114
2470844 521 90
2471656 520 73
2472472 521 83
2473288 520 115
2474148 521 81
2474952 520 100
2475804 520 85
2476624 521 88
2477440 520 81
2478256 520 97
2479064 519 83
2479872 520 86
2480688 519 90
2481504 520 78
2482320 520 97
2483128 520 80
2483936 520 78
2484752 520 79
2485568 521 111
2486428 520 80
2487240 519 97
2488048 521 82
2488864 521 89
2489680 520 83
2490496 519 95
2491304 520 87
2492112 521 95
2492928 521 87
2493744 520 99
2494560 520 94
2495372 521 93
2496180 521 85
2496992 521 103
2497852 521 84
2498664 521 96
2499472 520 90
2500280 519 101
2501140 521 100
2501996 521 95
2502808 520 95
2503616 519 94
2504428 519 101
2505284 521 87
2506096 521 91
2506912 520 75
2507724 520 110
2508572 521 75
2509392 518 84
2510208 520 80
2511024 521 91
2511836 519 80
2512644 520 93
2513456 519 88
2514272 521 86
2515088 520 95
2515900 520 86
2516708 520 107
2517564 520 80
2518384 520 103
2519244 520 86
2520056 521 119
2520908 520 82
2521720 520 99
2522536 520 82
2523352 521 89
2524168 521 84
2524976 521 107
2525828 521 91
2526648 522 98
2527464 520 86
2528280 520 96
